Date,Wind,Rain,Surge
19790522,2.9812,5.08,24.7
19790705,6.0138,34.036,64.1
19790706,4.0092,6.095999999999999,54.6
19790729,4.985799999999999,114.046,35.6
19790730,2.9812,28.956,26.6
19790802,29.9662,81.026,73.1
19790923,7.967,114.046,35.9
19790924,2.9812,1.016,29.9
19790925,2.9812,6.095999999999999,15.9
19800522,4.985799999999999,0.254,42.0
19800523,4.985799999999999,101.092,42.8
19800524,6.9904,7.112,21.5
19800710,4.985799999999999,1.016,21.0
19800711,7.967,125.984,21.2
19800712,9.9716,38.1,7.399999999999999
19800718,8.995000000000001,18.034,45.4
19800719,10.9996,14.986,42.9
19800721,9.9716,4.064,32.4
19800722,14.957400000000002,20.066,111.5
19800726,2.9812,5.08,21.3
19800727,9.9716,168.91,32.300000000000004
19800817,4.985799999999999,1.016,26.6
19800818,10.9996,28.956,52.900000000000006
19800819,4.985799999999999,20.066,29.6
19800914,6.0138,6.095999999999999,41.2
19810611,6.9904,1.016,33.900000000000006
19810612,6.9904,1.016,40.8
19810706,8.995000000000001,81.026,67.30000000000001
19810707,6.0138,9.906,72.89999999999999
19810720,4.0092,20.066,23.3
19810721,2.0046,0.508,20.8
19810722,2.9812,4.064,22.9
19810723,2.0046,112.014,21.2
19810724,6.9904,23.876,18.3
19810809,2.9812,5.08,24.6
19810921,4.0092,6.095999999999999,34.2
19810922,4.985799999999999,9.906,31.9
19810923,2.9812,7.112,21.1
19810924,4.0092,6.095999999999999,18.5
19811003,6.0138,36.068,30.4
19811004,6.0138,4.064,35.6
19811005,2.9812,28.956,30.0
19811006,2.9812,9.906,26.4
19811007,2.9812,7.874,17.9
19811228,2.9812,2.032,10.1
19811229,4.0092,3.556,17.1
19820625,4.985799999999999,1.016,35.8
19820629,6.9904,8.889999999999999,44.9
19820630,4.0092,22.098,32.0
19820701,2.9812,20.066,36.5
19820702,6.0138,14.986,39.7
19820716,6.9904,7.874,57.4
19820815,4.985799999999999,1.016,21.5
19820816,6.0138,208.026,26.8
19820913,4.985799999999999,17.018,38.9
19820914,6.0138,34.036,39.4
19830713,6.0138,7.112,26.1
19830716,6.9904,26.924,46.400000000000006
19830908,8.995000000000001,46.99,27.6
19830909,19.9946,94.996,62.9
19830929,6.0138,24.892,43.1
19830930,4.985799999999999,26.924,40.6
19831012,6.9904,2.032,51.2
19831013,11.9762,107.95,55.900000000000006
