Date,Wind,Rain,Surge
19800713,8.995000000000001,3.048,37.3
19810724,6.9904,40.894,33.800000000000004
19810725,4.985799999999999,3.048,37.1
19810726,4.985799999999999,3.048,36.1
19810727,2.9812,1.27,36.6
19820813,9.9716,6.095999999999999,108.0
19840801,11.9762,34.036,70.8
19840810,8.995000000000001,24.892,28.3
19850627,6.0138,0.254,39.900000000000006
19850801,4.985799999999999,58.92799999999999,57.6
19850813,2.0046,26.924,60.1
19850814,2.9812,33.528,47.2
19850818,14.957400000000002,26.924,97.5
19850819,7.967,23.876,54.900000000000006
19850902,4.985799999999999,6.35,27.500000000000004
19870728,9.9716,1.778,59.1
19890722,6.0138,0.254,30.6
19890804,7.967,1.5239999999999998,65.5
19890916,8.995000000000001,1.27,33.800000000000004
19900624,9.9716,48.00599999999999,47.5
19900625,7.967,5.08,53.8
19900901,8.995000000000001,8.382,83.5
19910824,6.0138,8.889999999999999,42.7
19920901,6.9904,4.064,84.3
19920923,7.967,7.112,50.9
19940812,4.985799999999999,0.254,39.8
19940814,6.9904,0.508,91.5
19940815,8.995000000000001,225.044,97.5
19940816,4.985799999999999,23.876,95.3
19940823,8.995000000000001,8.889999999999999,37.5
19940824,6.9904,16.002,25.4
19940903,10.9996,7.874,18.9
19950802,4.985799999999999,0.254,26.5
19970819,16.962,127.0,87.0
19970820,11.9762,20.066,68.10000000000001
20000710,6.9904,16.256,55.900000000000006
20000825,6.9904,20.32,36.5
20000831,7.967,3.048,64.9
20010801,15.9854,147.066,62.1
20010802,4.0092,134.366,46.5
20020705,6.9904,4.064,66.7
20020726,6.0138,0.7619999999999999,51.8
20020727,6.0138,7.112,66.5
20020728,4.0092,6.858,42.2
20040914,6.0138,28.956,39.900000000000006
20050807,6.9904,74.422,61.1
20050808,6.9904,2.286,32.5
20050912,8.995000000000001,83.31199999999998,57.7
20070919,8.995000000000001,188.468,77.2
20070920,9.9716,21.082,42.8
20080719,4.0092,0.508,33.7
20080720,4.985799999999999,18.034,40.400000000000006
20080731,4.985799999999999,21.59,41.2
20100901,4.985799999999999,0.254,44.1
20100911,2.0046,1.778,18.5
20110626,7.967,0.254,69.39999999999999
20110807,4.985799999999999,0.508,97.4
20110808,4.0092,0.254,80.2
20120802,6.9904,59.69,98.6
20120803,4.0092,7.112,56.2
20120804,4.0092,1.016,38.9
20140724,2.9812,13.208,45.8
20140725,6.9904,56.13399999999999,45.0
20150712,6.0138,1.27,74.4
20160916,6.9904,1.778,38.6
20170802,6.9904,25.908,42.1
20170803,4.0092,10.413999999999998,38.6
20180722,8.995000000000001,10.16,81.89999999999999
20180723,13.0042,86.868,82.8
20180813,8.995000000000001,0.254,58.3
20180814,7.967,0.254,39.4
20180817,8.995000000000001,9.398,78.8
20180819,9.9716,44.958,40.400000000000006
20180820,4.0092,3.048,62.1
