Date,Wind,Rain,Surge
19790705,7.967,75.946,34.5
19790706,4.0092,44.958,38.6
19790707,4.0092,5.08,32.800000000000004
19790730,4.985799999999999,23.876,41.7
19790802,6.0138,56.896,51.1
19790803,6.0138,73.914,53.0
19790807,4.0092,7.874,18.6
19790808,4.0092,2.032,17.7
19790809,4.0092,5.08,19.9
19790810,2.9812,27.94,31.6
19790918,6.9904,1.016,12.7
19790919,4.0092,1.016,6.0
19790921,2.9812,3.048,30.6
19800626,6.9904,9.906,24.5
19800627,14.957400000000002,55.118,27.4
19800628,19.9946,141.986,92.3
19800719,7.967,34.036,38.8
19800722,20.9712,32.004,86.1
19800723,11.9762,3.048,93.3
19800818,6.9904,1.016,26.4
19800819,16.962,22.098,39.2
19800820,4.0092,7.112,40.3
19800829,4.0092,0.254,16.0
19800830,4.985799999999999,71.11999999999999,15.7
19800831,6.0138,7.112,30.8
19800905,6.0138,8.889999999999999,14.9
19800906,6.0138,4.064,23.3
19800915,11.9762,28.956,29.8
19800916,4.985799999999999,23.114,42.2
19810610,4.985799999999999,1.016,36.3
19810611,7.967,12.954,30.2
19810703,7.967,2.032,16.8
19810704,9.9716,4.064,79.0
19810705,9.9716,1.016,78.0
19810706,4.985799999999999,7.874,30.7
19810707,6.0138,16.002,46.0
19810708,6.9904,7.874,44.6
19810721,6.0138,7.874,26.200000000000003
19810722,4.985799999999999,92.964,31.2
19810723,9.9716,373.126,44.3
19810724,6.9904,134.874,44.3
19810809,4.985799999999999,1.016,25.0
19810810,8.995000000000001,26.924,42.0
19810818,4.0092,9.906,15.1
19810819,7.967,4.064,52.7
19810820,6.9904,17.018,64.0
19811004,4.985799999999999,9.906,25.4
19811005,2.9812,12.954,20.9
19811006,2.9812,54.102,26.4
19811007,2.9812,56.896,25.7
19811122,6.9904,2.032,19.5
19811123,6.0138,8.889999999999999,32.9
19820629,6.9904,1.016,34.5
19820630,6.0138,1.016,31.9
19820717,10.9996,23.876,43.4
19820718,4.985799999999999,3.048,37.5
19820914,9.9716,0.254,15.9
19820915,28.9382,96.012,27.700000000000003
19820916,7.967,76.96199999999999,30.4
19821017,6.9904,1.016,14.000000000000002
19821018,6.0138,1.27,101.8
19830626,6.9904,1.016,31.9
19830712,4.0092,5.08,23.7
19830713,6.9904,25.908,21.6
19830714,4.985799999999999,35.05199999999999,29.2
19830717,16.962,11.938,79.0
19830718,11.9762,2.032,113.1
19830930,9.9716,77.978,4.4
19831001,9.9716,4.064,40.0
19831003,7.967,7.112,44.4
19831014,6.9904,0.508,18.6
19831026,8.995000000000001,1.016,9.1
19840625,13.9808,121.92,54.3
19840626,10.9996,73.914,60.8
19840709,11.9762,218.948,65.8
19840810,4.0092,16.256,19.2
19840811,4.0092,2.032,21.1
19850615,4.0092,0.254,27.0
19850621,4.985799999999999,3.048,36.9
19850811,4.985799999999999,0.508,25.5
19850813,6.0138,0.7619999999999999,20.5
19850814,6.0138,55.372,20.1
19850815,4.985799999999999,27.94,29.6
19850821,4.0092,1.016,20.9
19850823,7.967,3.048,34.7
19850824,6.0138,1.5239999999999998,54.3
19850825,8.995000000000001,49.022,51.4
19850826,9.9716,46.99,50.4
19850827,13.9808,105.918,73.2
19850828,7.967,55.118,63.4
19850829,4.0092,18.288,37.0
19850830,4.0092,115.57,18.0
19850831,2.9812,5.08,22.4
19850905,25.957,3.556,29.2
19850906,6.0138,149.09799999999998,52.2
19850907,4.985799999999999,19.05,52.6
19850920,6.0138,18.034,14.3
19850922,10.9996,1.5239999999999998,6.9
19850923,6.9904,0.508,0.7000000000000001
19851001,6.0138,0.508,15.3
19851021,10.9996,4.3180000000000005,23.8
19860519,4.985799999999999,8.889999999999999,18.7
19860520,4.985799999999999,40.894,17.9
19860624,2.9812,0.508,26.5
19860625,4.985799999999999,3.302,33.900000000000006
19860712,4.985799999999999,120.90399999999998,40.7
19860713,6.0138,21.59,28.9
19860719,4.0092,10.922,22.6
19860720,6.9904,17.018,20.200000000000003
19860721,14.957400000000002,234.95,64.0
19860722,8.995000000000001,43.942,62.2
19860723,7.967,1.016,38.9
19860810,8.995000000000001,0.508,17.4
19860811,8.995000000000001,7.874,70.0
19860812,8.995000000000001,7.112,69.69999999999999
19860820,6.9904,19.05,22.8
19860905,11.9762,55.88,50.8
19860906,7.967,14.224,63.2
19861019,8.995000000000001,82.042,20.200000000000003
19870619,6.0138,1.5239999999999998,37.1
19870620,2.9812,57.91199999999999,34.2
19870815,6.0138,4.064,20.5
19870816,8.995000000000001,9.398,84.0
19870821,6.9904,9.906,19.0
19870822,11.9762,19.05,75.2
19880801,4.0092,0.508,21.5
19880802,6.0138,8.889999999999999,19.1
19880803,6.0138,6.35,33.5
19880804,2.9812,1.016,33.300000000000004
19881001,6.0138,3.048,1.1
19881003,4.985799999999999,4.064,17.9
19881004,4.985799999999999,2.032,23.8
19881022,7.967,7.365999999999999,12.8
19881023,8.995000000000001,9.398,48.1
19890610,11.9762,5.588,41.6
19890611,13.0042,24.384,128.0
19890627,6.9904,1.016,29.1
19890711,9.9716,12.954,37.0
19890718,10.9996,62.992,65.10000000000001
19890719,7.967,109.982,64.7
19890723,9.9716,1.016,48.8
19890810,4.0092,0.508,19.7
19890811,6.9904,44.45,44.3
19890812,6.0138,30.988,43.7
19891003,6.0138,13.462,71.0
19891012,6.9904,0.508,18.3
19891013,7.967,35.05199999999999,102.8
19891022,4.985799999999999,0.508,37.9
19900529,6.0138,3.048,22.7
19900618,11.9762,23.876,45.1
19900619,6.9904,4.064,41.2
19900723,4.985799999999999,9.906,30.0
19900828,8.995000000000001,3.048,22.8
19900829,6.9904,9.906,107.3
19900912,4.0092,37.338,9.4
19900919,6.0138,11.938,45.8
19900920,7.967,1.016,54.7
19901116,6.9904,14.986,2.0
19901117,6.9904,19.05,25.0
19901118,4.985799999999999,24.892,30.5
19910712,4.985799999999999,1.016,14.000000000000002
19910713,15.9854,37.084,128.6
19910714,10.9996,3.048,110.7
19910724,4.0092,14.986,37.0
19910725,4.985799999999999,274.066,38.3
19910726,4.0092,159.004,38.2
19910727,4.985799999999999,36.068,37.5
19910728,6.0138,2.032,36.1
19910815,9.9716,3.048,12.4
19910817,6.0138,30.988,75.0
19920627,7.967,4.064,16.5
19920628,9.9716,10.922,18.2
19920629,8.995000000000001,4.064,105.7
19920713,16.962,26.924,66.10000000000001
19920722,9.9716,2.032,35.4
19920723,10.9996,80.00999999999999,53.8
19920906,4.985799999999999,24.892,20.9
19920907,6.9904,12.954,14.9
19920908,2.9812,70.10399999999998,21.0
19920919,6.0138,7.112,8.6
19920920,6.9904,23.114,29.7
19930627,6.9904,2.032,67.5
19930628,8.995000000000001,173.98999999999998,71.5
19930711,6.0138,28.956,59.8
19930821,13.9808,227.076,73.7
19930822,8.995000000000001,13.97,54.400000000000006
19930829,6.9904,4.064,20.9
19930917,7.967,43.942,24.8
19930918,4.0092,61.97599999999999,22.6
19940608,7.967,103.886,66.8
19940609,7.967,9.906,40.3
19940624,6.0138,27.94,23.1
19940625,6.0138,5.08,36.5
19940703,4.0092,2.032,21.5
19940704,4.0092,180.08599999999998,29.0
19940705,6.0138,90.932,50.0
19940706,6.0138,150.114,45.9
19940718,4.0092,176.022,45.3
19940719,6.9904,76.96199999999999,37.4
19940720,7.967,129.03199999999998,43.5
19940721,6.0138,4.064,44.7
19940726,4.985799999999999,2.032,29.9
19940727,4.985799999999999,53.08599999999999,22.4
19940728,4.985799999999999,22.098,24.9
19940729,7.967,11.938,22.9
19940730,10.9996,1.016,44.1
19940826,4.0092,3.048,18.9
19940827,9.9716,1.016,16.900000000000002
19940828,14.957400000000002,62.992,75.7
19940829,7.967,2.032,48.7
19940906,7.967,7.874,17.599999999999998
19940907,7.967,23.876,50.6
19940913,9.9716,0.254,30.1
19950819,4.0092,0.508,20.4
19950820,8.995000000000001,87.122,17.5
19950827,6.9904,3.048,14.000000000000002
19950829,7.967,52.06999999999999,58.3
19950901,4.985799999999999,2.032,36.1
19950907,8.995000000000001,7.874,24.1
19951002,6.9904,11.938,25.3
19951003,8.995000000000001,19.05,27.500000000000004
19951011,6.0138,3.048,6.4
19951012,8.995000000000001,146.04999999999998,16.8
19951013,14.957400000000002,76.96199999999999,52.400000000000006
19951014,4.0092,70.10399999999998,21.9
19951107,6.9904,29.972,5.1
19960722,9.9716,8.889999999999999,8.9
19960723,11.9762,6.095999999999999,112.79999999999998
19960811,4.0092,103.886,28.6
19960812,6.0138,38.1,50.8
19960813,6.9904,210.058,62.9
19960814,4.0092,27.94,41.4
19960815,4.985799999999999,6.095999999999999,32.0
19960821,4.985799999999999,13.97,7.000000000000001
19960822,13.0042,22.098,87.3
19960908,4.985799999999999,1.016,17.599999999999998
19960909,18.9666,112.014,90.5
19960912,4.985799999999999,40.894,18.8
19960916,6.0138,3.048,24.2
19960917,6.0138,0.254,19.2
19960919,6.9904,0.508,19.7
19960921,9.9716,14.986,1.0
19970822,18.9666,173.98999999999998,71.6
19970823,7.967,21.082,72.1
19980810,4.985799999999999,5.08,23.3
19980811,7.967,2.032,32.4
19980822,4.985799999999999,75.946,19.2
19980823,4.0092,10.922,19.1
19980913,6.0138,14.986,5.6000000000000005
19980914,6.9904,0.508,27.6
19981004,7.967,4.064,15.1
19981005,7.967,9.906,34.4
20000601,6.9904,12.191999999999998,29.8
20000716,6.0138,12.191999999999998,22.6
20000717,4.985799999999999,8.636000000000001,38.9
20000719,6.9904,13.716,32.0
20000720,6.0138,1.016,30.0
20000910,6.9904,7.112,57.3
20010701,10.9996,2.54,27.700000000000003
20010702,22.975800000000003,216.154,78.2
20010703,9.9716,26.67,53.7
20010706,6.0138,6.35,42.2
20010707,6.9904,21.082,40.6
20010726,7.967,192.024,45.2
20010810,8.995000000000001,8.636000000000001,46.2
20010828,6.0138,0.508,20.200000000000003
20010829,6.9904,2.54,6.6000000000000005
20010830,10.9996,51.56199999999999,16.0
20010831,11.9762,10.413999999999998,29.7
20010901,6.0138,4.3180000000000005,11.6
20010902,6.9904,2.794,11.3
20010903,6.9904,23.114,5.1
20010904,7.967,38.862,19.2
20010905,7.967,57.91199999999999,33.5
20010906,9.9716,16.002,29.4
20010907,6.9904,0.254,16.3
20010908,2.9812,4.064,16.5
20010909,4.0092,2.032,5.7
20010911,6.0138,1.016,25.7
20010920,4.0092,0.508,14.099999999999998
20020605,2.9812,22.098,20.1
20020819,11.9762,57.40399999999999,38.5
20020820,4.985799999999999,0.7619999999999999,41.5
20020912,7.967,46.482,20.8
20020913,4.0092,30.48,23.3
20020914,6.9904,32.004,16.2
20020924,6.0138,18.034,10.7
20020926,9.9716,19.05,40.1
20020927,16.962,355.6,50.0
20020928,9.9716,1.016,12.5
20030721,8.995000000000001,2.54,21.0
20030722,13.0042,10.668,58.1
20030723,7.967,8.889999999999999,31.1
20030724,15.9854,137.16,94.3
20030725,8.995000000000001,27.432,71.2
20030824,7.967,0.254,15.5
20030825,24.980400000000003,211.836,108.3
20030826,8.995000000000001,4.064,80.5
20030903,8.995000000000001,16.002,13.3
20031118,7.967,2.286,10.6
20031119,8.995000000000001,7.619999999999999,30.4
20040827,6.9904,38.1,27.500000000000004
20050729,4.985799999999999,0.254,27.3
20050730,11.9762,6.095999999999999,40.400000000000006
20050731,9.9716,1.016,58.1
20050917,8.995000000000001,3.81,11.5
20050918,11.9762,7.619999999999999,57.8
20050925,6.0138,0.254,13.1
20050926,8.995000000000001,9.906,13.1
20050927,7.967,42.418,56.89999999999999
20051102,6.0138,1.016,36.0
20060628,4.0092,16.509999999999998,19.0
20060629,4.985799999999999,38.608,27.4
20060703,6.9904,12.7,21.2
20060704,7.967,8.382,36.7
20060716,8.995000000000001,6.095999999999999,47.6
20060717,9.9716,0.7619999999999999,49.3
20060727,4.0092,93.472,18.0
20060728,6.0138,215.138,20.0
20060729,4.985799999999999,59.944,27.4
20060803,8.995000000000001,40.894,44.9
20060804,6.9904,87.122,43.8
20060805,4.985799999999999,131.064,39.900000000000006
20060824,4.985799999999999,60.198,18.2
20060825,2.9812,3.302,16.1
20060913,6.9904,3.302,14.2
20060924,6.0138,0.7619999999999999,16.1
20070703,4.985799999999999,2.794,19.4
20070704,7.967,9.398,15.5
20070705,9.9716,7.874,46.0
20070806,4.985799999999999,5.588,21.8
20070807,4.0092,4.3180000000000005,23.200000000000003
20070809,4.0092,104.902,35.2
20070810,6.0138,22.098,28.1
20070811,6.0138,0.508,28.3
20070923,6.9904,0.508,9.4
20070924,8.995000000000001,26.924,0.4
20070925,6.9904,5.08,39.3
20071002,8.995000000000001,4.3180000000000005,6.7
20071003,8.995000000000001,9.143999999999998,53.6
20080806,6.9904,65.78599999999999,38.5
20080807,11.9762,185.674,59.3
20080808,4.985799999999999,97.536,47.7
20080823,4.0092,90.678,31.8
20080923,6.0138,5.08,21.7
20080924,13.9808,193.548,82.3
20080925,6.0138,38.862,53.3
20080930,4.985799999999999,1.5239999999999998,55.50000000000001
20081003,4.0092,2.286,20.4
20081004,4.0092,3.302,19.4
20081014,4.985799999999999,2.286,18.1
20081015,4.0092,0.7619999999999999,54.7
20090712,8.995000000000001,2.794,30.0
20090719,4.985799999999999,0.508,26.6
20090805,6.0138,104.902,27.9
20090806,7.967,65.27799999999999,23.7
20090808,4.0092,35.306,13.5
20090911,6.0138,7.365999999999999,40.6
20090912,4.0092,1.5239999999999998,41.2
20090914,8.995000000000001,37.592,19.2
20090915,4.0092,191.516,33.4
20091013,6.9904,99.568,25.6
20091014,6.0138,5.08,17.9
20091020,4.985799999999999,1.778,3.8
20100716,6.9904,9.652,14.8
20100717,8.995000000000001,1.016,76.4
20100718,6.9904,4.826,44.9
20100722,8.995000000000001,27.94,62.8
20100723,7.967,39.37,62.7
20100823,6.0138,17.525999999999996,20.200000000000003
20100824,6.9904,6.35,39.8
20100904,4.0092,61.214,13.0
20100921,4.985799999999999,3.302,22.7
20101005,6.0138,1.016,12.5
20101006,4.0092,18.288,17.5
20101007,4.985799999999999,2.286,17.0
20101008,4.0092,0.7619999999999999,17.9
20110623,7.967,103.12399999999998,32.4
20110624,6.0138,37.084,56.2
20110729,8.995000000000001,6.858,24.3
20110730,8.995000000000001,42.418,44.8
20110929,14.957400000000002,124.714,13.6
20110930,7.967,12.7,60.5
20111005,6.0138,17.525999999999996,8.799999999999999
20111108,7.967,42.164,12.2
20120616,6.0138,5.334,8.1
20120617,4.985799999999999,24.384,11.4
20120629,4.0092,0.254,30.9
20120630,4.985799999999999,10.16,34.4
20120723,6.9904,7.112,22.1
20120724,6.0138,14.731999999999998,48.0
20120725,4.985799999999999,83.566,52.400000000000006
20120816,7.967,27.94,18.4
20120817,13.9808,104.394,74.4
20120818,6.0138,0.508,54.7
