Date,Wind,Rain,Surge
19800713,6.9904,2.032,35.5
19810725,9.9716,4.064,33.1
19810726,8.995000000000001,10.922,34.2
19810727,6.9904,2.032,34.5
19820813,15.9854,3.048,85.2
19820814,9.9716,7.874,53.7
19840801,11.9762,4.064,54.6
19840802,13.0042,22.098,42.1
19840803,7.967,0.254,32.2
19840810,13.0042,2.032,30.7
19840829,6.0138,0.254,24.1
19850801,4.0092,28.956,49.5
19850813,4.0092,6.095999999999999,54.8
19850814,4.0092,23.876,44.5
19850818,17.990000000000002,38.1,80.10000000000001
19850819,513.9486,106.68,72.5
19850902,7.967,17.018,31.2
19870729,13.0042,1.016,36.2
19890729,6.0138,0.508,33.1
19890916,9.9716,6.604,26.4
19890917,8.995000000000001,0.508,33.300000000000004
19900624,11.9762,49.022,44.7
19900625,10.9996,3.556,47.4
19900901,10.9996,21.082,67.30000000000001
19910823,7.967,7.112,33.7
19910824,9.9716,5.08,40.0
19920901,13.0042,9.906,81.3
19920902,8.995000000000001,6.095999999999999,67.2
19920923,10.9996,1.016,36.3
19940814,6.0138,1.016,80.4
19940815,13.9808,38.1,84.7
19940823,7.967,2.032,28.6
19940824,6.9904,25.908,24.8
19940903,6.9904,1.016,17.1
19970819,13.9808,129.03199999999998,73.8
19970820,14.957400000000002,46.99,78.0
20000710,9.9716,8.889999999999999,54.2
20000825,6.0138,16.002,32.2
20000826,7.967,0.7619999999999999,41.0
20000831,6.0138,14.986,59.2
20010801,13.0042,214.63,52.1
20010802,4.985799999999999,206.502,46.1
20010807,6.9904,5.334,28.2
20020705,6.9904,0.508,55.00000000000001
20020726,6.9904,0.7619999999999999,50.0
20020727,9.9716,22.098,69.89999999999999
20020728,6.9904,0.7619999999999999,45.0
20040704,8.995000000000001,11.938,35.4
20040914,11.9762,8.636000000000001,30.7
20050807,10.9996,137.66799999999998,56.89999999999999
20050808,9.9716,3.556,35.7
20050809,6.9904,3.302,42.5
20050912,10.9996,106.68,47.4
20050913,9.9716,0.508,35.5
20070919,10.9996,96.012,57.1
20070920,14.957400000000002,80.772,36.0
20080719,9.9716,38.862,35.0
20080720,6.0138,48.00599999999999,37.9
20080731,11.9762,7.874,40.8
20090811,7.967,0.7619999999999999,45.1
20100911,4.0092,5.588,18.4
20110626,8.995000000000001,20.32,70.7
20110627,7.967,18.288,44.2
20110807,8.995000000000001,16.509999999999998,96.3
20110808,8.995000000000001,3.81,76.7
20120802,10.9996,37.084,68.2
20120803,10.9996,28.448,54.50000000000001
20120828,7.967,0.7619999999999999,84.2
20140724,7.967,39.116,46.2
20140725,10.9996,104.394,47.7
20150712,11.9762,4.3180000000000005,63.3
20170803,7.967,2.54,37.4
20180722,7.967,8.128,73.8
20180723,13.0042,42.926,63.6
20180804,6.9904,0.254,35.5
20180813,9.9716,4.064,49.2
20180814,10.9996,3.302,39.5
20180815,6.9904,23.622,29.3
20180819,11.9762,23.876,38.4
20180820,7.967,1.5239999999999998,53.6
