Date,Wind,Rain,Surge
19790814,16.962,53.08599999999999,59.2
19790815,27.9616,42.926,88.0
19790816,22.975800000000003,16.002,24.7
19790823,32.947399999999995,24.892,120.8
19790824,29.9662,70.10399999999998,44.9
19790825,11.9762,34.036,5.3
19800524,13.0042,2.032,14.7
19800827,13.9808,10.922,34.7
19800828,13.9808,42.926,38.7
19800829,14.957400000000002,1.016,20.6
19810613,28.9382,12.954,58.3
19810614,29.9662,20.066,55.3
19810615,10.9996,11.938,42.7
19810620,9.9716,4.064,29.7
19810621,15.9854,2.032,33.900000000000006
19810622,9.9716,1.016,23.7
19810719,14.957400000000002,17.272000000000002,58.2
19810721,8.995000000000001,2.032,31.8
19810722,11.9762,17.018,41.2
19810723,15.9854,13.97,39.4
19810831,34.952,10.922,73.5
19820730,15.9854,30.988,55.900000000000006
19820809,14.957400000000002,28.956,50.9
19820810,20.9712,50.038,58.6
19820811,22.975800000000003,6.095999999999999,66.5
19830926,34.952,35.05199999999999,96.6
19830927,13.9808,2.032,29.5
19840703,6.0138,0.7619999999999999,25.0
19840704,19.9946,10.413999999999998,8.9
19840730,6.0138,34.29,39.4
19840807,17.990000000000002,58.92799999999999,65.2
19840808,10.9996,48.00599999999999,39.3
19840819,21.9478,26.924,87.3
19840820,6.9904,32.004,56.49999999999999
19850618,10.9996,8.382,31.9
19850626,14.957400000000002,3.048,28.5
19850627,14.957400000000002,0.508,5.4
19850729,19.9946,1.778,53.0
19850730,32.947399999999995,169.926,110.5
19850731,21.9478,14.986,16.7
19850801,13.9808,0.508,7.199999999999999
19850814,8.995000000000001,0.508,28.1
19850818,8.995000000000001,16.509999999999998,14.9
19850819,7.967,23.114,27.500000000000004
19850823,16.962,5.08,74.1
19850902,11.9762,36.068,19.0
19851004,24.980400000000003,70.10399999999998,54.3
19860624,11.9762,27.94,32.9
19860826,24.980400000000003,7.112,109.5
19860827,17.990000000000002,8.128,61.6
19860919,22.975800000000003,9.906,52.900000000000006
19860920,14.957400000000002,21.082,35.8
19870618,6.9904,1.016,27.3
19870714,18.9666,14.986,52.5
19870715,7.967,5.08,26.200000000000003
19870727,17.990000000000002,203.962,36.9
19870728,15.9854,51.308,10.7
19870830,11.9762,7.874,52.7
19880807,18.9666,0.254,50.5
19890719,8.995000000000001,0.508,25.4
19890720,29.9662,84.074,28.1
19890721,21.9478,165.1,30.4
19890722,11.9762,29.972,14.099999999999998
19890723,11.9762,49.022,7.5
19890729,10.9996,0.508,49.0
